sentence,isHedge
I think we have seen roughly a sevenfold increase in merchants in the program since we launched it.,1
"And just in Q4, we announced new partnerships with Best Buy, Nike, Sephora, as an example.",0
"And in terms of Walmart, we have -- Walmart is one of our deepest partners and they remain a strategic partner across multiple businesses for us, including Google Ads.",0
And we have efforts underway to work closer together with shopping.,0
"But they are definitely a large partner who continue experimenting, and we'll support them in many ways.",0
"But I think, overall, I'm excited about the efforts we are doing in shopping, and you will see us focus more there on 2019.",1
"We see users come to Google a lot around key shopping moments, and we want to make sure we invest in that experience to get closer to what they want.",1
"And then, on the second question, we've talked about this on prior calls.",0
We've often talked about the fact that we have been and remain committed to long-term revenue growth through innovation.,0
And the point I was trying to underscore is the timing and scale of the impact that's inherently difficult to predict.,1
And so can be inconsistent from quarter-to-quarter.,0
"The main point is we remain very excited about the opportunities for users and advertisers in particular, building off of Sundar's comment, as we apply machine learning to solutions.",0
And our next question comes from Colin Sebastian of Robert Baird.,0
Two quick ones for me.,0
First on Project Stream and YouTube TV.,0
Just wondering how important it will be to invest in original content as well as how you might view the rollout of 5G as catalyzing consumer adoption of these services?,1
"And then, on the Discover feed, I know that's still pretty new, but curious if you have any color on usage and engagement to date, and if there's any way you expect to monetize that feed in the near future?",1
"On Project Stream, being able to deliver gaming with a kind of real-time requirements, the low latency requirements, it's definitely, for us, it's an important computing advance.",0
We think it'll help us drive the newer computing platforms we are working on.,1
And I do think services like that will be a point of inflection as 5G rolls out as well.,1
So I think it is a virtuous cycle.,1
So we are excited.,0
"Early feedback on our Project Stream experience has been super positive, and so we are looking to build upon that.",1
And you will see us do more there in 2019.,0
"On Discover, I think, traction has been, for us, we measure user engagement and satisfaction and happiness on anything new we do, and the metrics have been really strong.",1
And we obviously -- we offer the best experience today on our products like Pixel Made by Google products.,0
And we are looking to scale that up to reach more users.,0
"But we think we have a strong product there, and I think it's very synergistic to the search experience.",1
"And so we are looking to bring the best of both to our users, and you'll see us reach more users in 2019.",0
And our next question comes from Justin Post of Bank of America Merrill Lynch.,0
A couple of questions.,0
"First, looks like Google core margins were down about 3 points and what was an easier comp.",1
So just wondering if you can give us any thoughts on how the core advertising business is doing in there.,0
We know there's a lot of investment in Cloud and hardware and YouTube TV.,0
But just would like to get an update on the health of the advertising business margins and any thoughts on if you'll ever do segment disclosure?,1
"And then, the second question is just on the Cloud strategy, there's been a pretty big leadership change.",0
Just wondering if there's any new strategies or new things you'll be doing this year with the Cloud related to the management change?,0
And I look forward to the Cloud conference in April.,0
Thanks.,0
"So in terms of overall Google margins, I think the main point you're seeing in the margins is we continue to see tremendous opportunity across Google, and so we're investing to support long-term revenue and earnings growth.",1
"We've talked a lot in this call already about the importance of machine learning, and it is a key component of incremental investment, particularly in CapEx for our technical infrastructure to support the existing businesses, but also the newer ones, and that's kind of flowing through here.",0
"We've talked on prior calls that we're very mindful of the fact that CapEx turns into depreciation, which is why I'd single this out.",1
"We're continuing to see tremendous opportunity in the ads business, search and ads businesses.",0
"And beyond machine learning, we're further investing to continue to enhance the experience for users and advertisers, and that's across mobile desktop and YouTube.",0
"So for example, a big priority in 2018 was expanding the availability of content for what we call the next billion user markets, which are, for us, a really important area.",0
We're excited about the growth and the opportunity to deliver experiences across markets.,0
"We're also investing to enable more visual ways of finding information, such as photos and videos.",0
"And then, we're investing aggressively in our newer businesses within Google, particularly Cloud and hardware, as Sundar has already said.",0
"So what you're seeing reflected through in the margins on the cost of revenue side is the impact of the product mix that we've talked about, a big part of that is the ongoing growth in YouTube.",0
"And then, on the OpEx side, investing in engineers, in particular for Google and as well as on the sales and marketing side, the increased headcount to support not just ads, but in particular, Cloud.",0
And on the second question on Cloud.,0
I answered it around Anthony and Heather's question.,0
"But to add a little bit more color why, it's the change in leadership, but it was a well-planned transition.",0
And so Diane and Thomas together planned 2019.,0
And the big things you're going to see are continued focus on Global 5000 companies.,0
"We are definitely seeing traction with large multiyear contracts, multi-million dollar contracts there.",0
So you'll see us focus there.,0
We'll continue to invest in and expand our sales and distribution channels to meet customer demand.,0
So that's going to be an important area for 2019.,0
"But mostly, being highly focused on the 15 countries, 6 industries and the 5 major solution areas that we think will have the most impact and directing most of our resources to towards those efforts is probably something you will see continued emphasis in 2019.",1
And our next question comes from Ross Sandler of Barclays.,0
Just 2 questions.,0
"First, there's a lot of discussion right now about alternatives to Google Play and Apple's App Store for distribution, and some of the large developers are starting to come up with these workarounds around the App Store fees.",0
"So I guess, just philosophically, how do you think about the 30%?",1
Do you think that's the right long-term rate for Google Play?,1
"And then, Ruth, coming back to the headcount and CapEx growth moderating comments.",0
"So you had expenses growing well in excess of revenue for some time in the core Google segment, and 2018 was the lowest operating income growth since you started disclosing the segments.",0
So are you just flagging this as a change of direction?,0
Is this a material change?,0
Or is this just a small amount of moderation in 2019?,1
"On Google Play, obviously, we do this at scale, thousands of developers rely on it to safely and seamlessly distribute their game to billions of Android users worldwide.",0
And we invest a lot in our infrastructure to continuously make sure their overall experience is safe and results in high engagement and for the developers back.,0
So I think there's a value exchange there and it's been the industry standard.,1
"And so I think we'll continue down that path, and -- but obviously, always adapt to where the market is.",1
"And then, in terms of the pace of investment.",0
I've already laid out the focus areas and our commitment to continue to invest to support long-term revenue and earnings growth.,0
And just wanted to put a fine point on both CapEx and headcount.,0
"So on CapEx, as I indicated in the opening remarks, we do expect the rate of year-on-year CapEx growth will slow meaningfully.",1
"So with the scale of our business and with our focus on user experience, it does require CapEx.",0
We are committed to continue to invest in CapEx to deliver on that.,0
"In terms of the mix, we expect to see more of an uptick in 2019 in data center investments relative to servers.",1
"But the point which you asked in your question, the year-on-year growth rate will moderate meaningfully.",0
"And then in terms of headcount, we're -- I was just trying to make clear that the growth in headcount will moderate somewhat here just so that there's no interpolation.",1
And our final question comes from Brent Thill of Jefferies.,0
"For Sundar, the cash position has doubled the last 5 years to $109 billion.",0
"Yet in the last 4 years, M&A has been right around $3 billion, which is well below your peers.",1
"And I'm just curious, that it seems like the core is very strong, but is there hesitation that you're seeing in terms of valuation or other factors that are playing into that relative to what your peers are doing right now?",1
"I think we've always approached M&A as, I think, really, we are always evaluating opportunities.",1
We have a very high bar.,0
"And so to me, it's been more about us finding the right fit rather than being constrained by anything in particular.",0
"But I do think it's always an important part of our strategy and we have done great acquisitions in the past, things like YouTube and Android were big acquisitions for us.",1
And so we continue to look for opportunities ahead.,0
And real quick for Ruth.,0
"Just the magnitude of spend, I think, goes back to what probably investors were most surprised by.",1
"And it sounds like, from your perspective, you don't really look at the margin structure as having any floor, you're just looking at this, as you said, there's tremendous long-term opportunity that you need to make these investments now.",1
I think many are just trying to search for a framework in how you think about this investment cycle we're in right now.,1
"So the reason I started by laying out, I think, in response to the question on margins, where we're investing and how we look at is we are very focused on investing to support long-term revenue and earnings growth.",1
We're very mindful of the CapEx impacts on free cash flow and earnings growth.,0
And so we're trying to get it right.,0
"Overinvesting, underinvesting, neither of those works for long-term value creation, but we are very mindful of the pace here and trying to lay out with more specificity how we're looking at the opportunity set where -- and making trade-offs where we can.",0
And that concludes our question-and-answer session for today.,0
I'd like to turn the conference back over to Ellen West for closing comments.,0
"Thanks, everyone, for joining us today.",0
We look forward to speaking with you again on our first quarter 2019 call.,0
"Thank you, and have a good evening.",0
